"position_id","Word_Unique_ID","Text_ID","Word_Number","Word_Length","Word_POS","Word_In_Sentence_Number","OrthoMatchModel","POSMatchModel","LSA_Response_Match_Score","mean_log_ffd","n_fixations"
"43-27","QID2048",43,27,7,"Adverb",1,0.024859481,0.178963705,0.577560976,5.37564885085945,76
"43-28","QID2049",43,28,8,"Adverb",2,0.005433433,0.039832278,0.404390244,5.44058367008679,75
"43-29","QID2050",43,29,8,"Verb",3,0.005337144,0.442385877,0.337,5.44614903846532,76
"43-31","QID2052",43,31,6,"Noun",5,0.693513076,0.986374798,0.740243902,5.19767317925653,67
"43-33","QID2054",43,33,7,"Verb",7,0.024859481,0.017586338,0.376829268,5.16126251702877,77
"43-35","QID2056",43,35,4,"Noun",9,0.908335809,0.986374798,0.960243902,5.22592981263681,54
"43-36","QID2057",43,36,2,"Verb",10,0.005337144,0.943110111,0.670487805,5.26690176915845,37
"43-38","QID2059",43,38,7,"Noun",12,0.024859481,0.490435464,0.326097561,5.3358806178292,65
"43-41","QID2062",43,41,6,"Verb",15,0.164756623,0.965534677,0.437073171,5.35269787310843,71
"43-42","QID2063",43,42,6,"Noun",16,0.005337144,0.322366567,0.20195122,5.2758346238365,64
"43-44","QID2065",43,44,4,"Verb",18,0.005337144,0.920087928,0.197560976,5.39219107607758,57
"43-45","QID2066",43,45,2,"Adverb",19,0.284469741,0.634543391,0.82902439,5.16133795096926,37
"43-46","QID2067",43,46,7,"Verb",20,0.380631705,0.610539991,0.536097561,5.32093017349802,66
"43-48","QID2069",43,48,9,"Noun",22,0.260467643,0.802069597,0.3995,5.49817289472916,73
"44-3","QID2071",44,3,4,"Noun",3,0.00576992,0.914367546,0.188421053,5.18026344099578,64
"44-5","QID2073",44,5,2,"Verb",5,0.00576992,0.70987157,0.476578947,5.21134091353311,38
"44-6","QID2074",44,6,5,"Verb",6,0.00576992,0.116544116,0.486315789,5.18457569919,67
"44-8","QID2076",44,8,8,"Verb",8,0.00576992,0.141942705,0.263684211,5.26289204563264,73
"44-10","QID2078",44,10,7,"Noun",10,0.00576992,0.889215026,0.160789474,5.29410738803421,75
"44-13","QID2081",44,13,7,"Noun",13,0.332709354,0.939183121,0.578157895,5.21590365499702,69
"44-14","QID2082",44,14,2,"Verb",14,0.901574981,0.985748404,0.966315789,5.22871127083316,27
"44-16","QID2084",44,16,4,"Verb",16,0.00576992,0.963343308,0.169473684,5.37094215534586,64
"44-18","QID2086",44,18,5,"Adjective",18,0.026831158,0.042044417,0.298108108,5.28464896746087,69
"44-20","QID2088",44,20,6,"Adjective",20,0.00576992,0.838367849,0.247631579,5.13974409830517,65
"44-21","QID2089",44,21,10,"Noun",21,0.00576992,0.963343308,0.172368421,5.30095598295295,82
"44-24","QID2092",44,24,15,"Noun",24,0.00576992,0.812780961,0.155675676,5.33786908249819,80
"44-26","QID2094",44,26,9,"Noun",26,0.00576992,0.863859046,0.132631579,5.4412724209998,82
"44-29","QID2097",44,29,9,"Noun",29,0.00576992,0.78712335,0.231052632,5.40811747609839,79
"44-31","QID2099",44,31,2,"Verb",31,0.15203894,0.502973499,0.607631579,5.27410769470483,43
"44-32","QID2100",44,32,3,"Adverb",32,0.15203894,0.296042281,0.542368421,5.24043660550174,46
"44-33","QID2101",44,33,8,"Verb",33,0.005841107,0.436599828,0.298648649,5.23306961117163,77
"44-36","QID2104",44,36,8,"Adjective",36,0.050894859,0.321864015,0.361842105,5.17182038899486,79
"44-37","QID2105",44,37,6,"Noun",37,0.410491693,0.889215026,0.586052632,5.04029670575942,64
"44-40","QID2108",44,40,7,"Verb",40,0.00576992,0.889215026,0.244736842,5.35220051251852,72
"44-43","QID2111",44,43,10,"Verb",43,0.101008831,0.477083011,0.351578947,5.33322353546883,79
"44-45","QID2113",44,45,8,"Verb",45,0.15203894,0.684058341,0.408157895,5.45274091747734,78
"44-47","QID2115",44,47,9,"Noun",47,0.00576992,0.70987157,0.308157895,5.455446180817,69
"45-2","QID2116",45,2,1,"Noun",2,0.005732521,0.187993782,0.11974359,5.16590095635239,44
"45-3","QID2117",45,3,7,"Noun",3,0.539902685,0.735350726,0.618918919,5.118703852503,72
"45-4","QID2118",45,4,5,"Verb",4,0.005840158,0.9140494,0.445128205,5.33672420201504,67
"45-5","QID2119",45,5,6,"Adverb",5,0.005732521,0.138167221,0.448461538,5.30693642152416,70
"45-7","QID2121",45,7,5,"Noun",7,0.828970613,0.963880569,0.902307692,5.22334670587947,51
"45-10","QID2124",45,10,4,"Noun",10,0.952458471,0.985761089,0.978461538,5.22232149290552,49
"45-11","QID2125",45,11,7,"Verb",11,0.073831709,0.363879665,0.352564103,5.38639256216829,74
"45-14","QID2128",45,14,5,"Noun",14,0.198122824,0.940327119,0.295,5.29128885547097,62
"45-16","QID2130",45,16,6,"Adjective",16,0.026241497,0.064569493,0.17,5.39722634505631,67
"45-17","QID2131",45,17,7,"Noun",17,0.126335863,0.963020753,0.293076923,5.24566240412883,76
"45-19","QID2133",45,19,8,"Noun",19,0.436173139,0.838050047,0.616666667,5.26500667548993,80
"45-23","QID2137",45,23,5,"Adjective",2,0.026241497,0.263193871,0.297692308,5.34140304373145,71
"45-24","QID2138",45,24,13,"Noun",3,0.026241497,0.891633535,0.25,5.30795016087173,81
"45-25","QID2139",45,25,4,"Verb",4,0.248397404,0.490007135,0.696666667,5.23629446734221,42
"45-26","QID2140",45,26,7,"Verb",5,0.026241497,0.263193871,0.264210526,5.28396952090238,73
"45-29","QID2143",45,29,6,"Noun",8,0.753596949,0.940327119,0.875,5.28526172980572,75
"45-31","QID2145",45,31,7,"Adjective",2,0.049639639,0.439539642,0.209487179,5.36423716755316,76
"45-32","QID2146",45,32,11,"Noun",3,0.026903259,0.985694755,0.317631579,5.3457340468991,78
"45-33","QID2147",45,33,3,"Verb",4,0.026241497,0.940327119,0.537692308,5.27590456320234,46
"45-36","QID2150",45,36,11,"Noun",7,0.026241497,0.916143192,0.194358974,5.28673011874701,77
"45-38","QID2152",45,38,9,"Noun",9,0.050895509,0.735354261,0.222820513,5.45054890929898,75
"45-42","QID2156",45,42,6,"Noun",13,0.223240055,0.866926507,0.374871795,5.32571082099766,66
"45-43","QID2157",45,43,9,"Verb",14,0.026241497,0.04083077,0.269230769,5.44125729078949,70
"45-45","QID2159",45,45,5,"Noun",16,0.098389736,0.842087933,0.309230769,5.39311219978432,54
"45-47","QID2161",45,47,5,"Noun",18,0.526273026,0.866926507,0.62974359,5.37422528860165,64
"45-49","QID2163",45,49,4,"Verb",20,0.828970613,0.891633535,0.868717949,5.51287327652837,52
"46-2","QID2164",46,2,5,"Noun",2,0.005141085,0.103351238,0.18372093,5.26040251698869,78
"46-3","QID2165",46,3,5,"Verb",3,0.005141085,0.945556072,0.241627907,5.32410668827542,74
"46-7","QID2169",46,7,12,"Adjective",7,0.005141085,0.148378576,0.176976744,5.35742269565122,80
"46-8","QID2170",46,8,7,"Noun",8,0.005141085,0.674253819,0.16372093,5.39228434538328,80
"46-10","QID2172",46,10,13,"Adjective",10,0.005141085,0.081054435,0.176341463,5.36929012322762,81
"46-11","QID2173",46,11,5,"Noun",11,0.202756647,0.923612134,0.416190476,5.34165374787738,57
"46-14","QID2176",46,14,10,"Noun",14,0.867177922,0.966933182,0.935581395,5.25686095349551,76
"46-15","QID2177",46,15,6,"Adjective",15,0.005141085,0.059018602,0.258837209,5.25287767202061,70
"46-16","QID2178",46,16,6,"Adjective",16,0.005141085,0.01708536,0.319767442,5.44768677002062,78
"46-17","QID2179",46,17,5,"Noun",17,0.005141085,0.945556072,0.12547619,5.14977866779429,73
"46-18","QID2180",46,18,4,"Adverb",18,0.005141085,0.037466705,0.529302326,5.2956807655581,67
"46-19","QID2181",46,19,4,"Adjective",19,0.248464898,0.262086278,0.425813953,5.2588754706793,58
"46-20","QID2182",46,20,4,"Noun",20,0.005141085,0.01708536,0.136046512,5.35879513436931,63
"46-22","QID2184",46,22,7,"Verb",22,0.046081028,0.713409275,0.154047619,5.38513879916435,75
"46-24","QID2186",46,24,6,"Noun",24,0.067049839,0.833796863,0.317906977,5.29963006265102,71
"46-25","QID2187",46,25,7,"Noun",25,0.500850465,0.651373887,0.637857143,5.17660355747476,62
"46-27","QID2189",46,27,5,"Adjective",2,0.005141085,0.103351238,0.195813953,5.41429870843438,71
"46-28","QID2190",46,28,6,"Noun",3,0.340121406,0.945556072,0.535581395,5.36632676262686,67
"46-29","QID2191",46,29,7,"Noun",4,0.776089747,0.811110816,0.818139535,5.24034479862355,61
"46-30","QID2192",46,30,11,"Verb",5,0.005141085,0.605582523,0.113953488,5.34452326985759,79
"46-31","QID2193",46,31,7,"Noun",6,0.005141085,0.059018602,0.270930233,5.23842533477261,80
"46-32","QID2194",46,32,7,"Verb",7,0.395101503,0.408705502,0.502093023,5.07518552230897,72
"46-34","QID2196",46,34,7,"Adverb",9,0.005141085,0.12581006,0.350465116,5.29021857621273,76
"46-35","QID2197",46,35,11,"Verb",10,0.114503203,0.666780448,0.182195122,5.3578292066453,78
"46-37","QID2199",46,37,7,"Noun",12,0.067049839,0.901373863,0.190697674,5.43825055363991,71
"46-39","QID2201",46,39,6,"Adjective",14,0.340121406,0.376438137,0.538139535,5.30896934073017,69
"46-40","QID2202",46,40,5,"Noun",15,0.730336798,0.966933182,0.830697674,5.29567302217662,53
"46-43","QID2205",46,43,7,"Noun",18,0.254342864,0.783469515,0.404186047,5.35013827484482,65
"46-45","QID2207",46,45,4,"Adverb",20,0.005141085,0.01708536,0.27,5.28075155472392,57
"46-47","QID2209",46,47,6,"Noun",22,0.753224623,0.833796863,0.818139535,5.33586677221285,74
"46-48","QID2210",46,48,7,"Noun",23,0.912278132,0.945556072,0.948604651,5.15411120563766,63
"47-5","QID2214",47,5,5,"Noun",5,0.005219699,0.9198659,0.147317073,5.29625404097655,67
"47-6","QID2215",47,6,7,"Noun",6,0.117064657,0.73027205,0.24,5.2763463083338,78
"47-8","QID2217",47,8,3,"Verb",8,0.236333805,0.986158466,0.414878049,5.33249472932782,61
"47-9","QID2218",47,9,4,"Adverb",9,0.047000543,0.202733432,0.691463415,5.36055269966181,45
"47-11","QID2220",47,11,5,"Verb",11,0.005219699,0.49034746,0.515609756,5.38205582900724,65
"47-15","QID2224",47,15,9,"Noun",15,0.597183459,0.825683898,0.807560976,5.36847082954928,74
"47-16","QID2225",47,16,3,"Noun",16,0.597183459,0.986158466,0.647073171,5.13097273550228,40
"47-18","QID2227",47,18,4,"Noun",2,0.024696206,0.634422675,0.274634146,5.16781164822904,60
"47-19","QID2228",47,19,3,"Verb",3,0.095728648,0.18327981,0.78,5.27343516224053,36
"47-20","QID2229",47,20,4,"Verb",4,0.005219699,0.965299546,0.258536585,5.12609462175601,69
"47-22","QID2231",47,22,9,"Noun",6,0.070062019,0.084595606,0.128536585,5.16890670169602,79
"47-24","QID2233",47,24,4,"Adverb",8,0.024696206,0.084595606,0.475365854,5.27995501659049,62
"47-25","QID2234",47,25,5,"Adjective",9,0.047000543,0.107971881,0.411707317,5.22026432413139,59
"47-27","QID2236",47,27,3,"Verb",11,0.117064657,0.965299546,0.400731707,5.32218310197748,54
"47-28","QID2237",47,28,2,"Adverb",12,0.954633634,0.965299546,0.984634146,5.197638722497,36
"47-30","QID2239",47,30,5,"Noun",14,0.122934468,0.791966998,0.58025641,5.24888615735357,72
"47-33","QID2242",47,33,4,"Noun",17,0.005314698,0.985870557,0.13475,5.28511579788688,64
"47-36","QID2245",47,36,6,"Noun",20,0.005314698,0.110554727,0.245,5.23245763879531,69
"47-37","QID2246",47,37,5,"Noun",21,0.31595848,0.600826323,0.5685,5.23429882852497,66
"47-40","QID2249",47,40,5,"Noun",24,0.611933066,0.985870557,0.8445,5.20739753562065,73
"47-41","QID2250",47,41,7,"Noun",1,0.00540655,0.137965026,0.19375,5.29250209909471,81
"47-42","QID2251",47,42,7,"Noun",2,0.537928774,0.723641363,0.65325,5.18124489963586,68
"47-43","QID2252",47,43,4,"Verb",3,0.025261741,0.941525965,0.5175,5.31618781082094,56
"47-47","QID2256",47,47,5,"Noun",7,0.611933066,0.89404204,0.75775,5.34877631808816,64
"47-49","QID2258",47,49,12,"Verb",9,0.025261741,0.89404204,0.118571429,5.46965117273639,74
"48-4","QID2261",48,4,6,"Noun",4,0.005740342,0.675670224,0.138108108,5.06340097992727,62
"48-5","QID2262",48,5,6,"Noun",5,0.898865031,0.985519531,0.936756757,5.08740569269178,39
"48-6","QID2263",48,6,9,"Adjective",6,0.005740342,0.093610969,0.071944444,5.36085555316977,82
"48-7","QID2264",48,7,11,"Noun",7,0.005740342,0.985519531,0.165405405,5.37781262226924,79
"48-8","QID2265",48,8,8,"Verb",8,0.027291986,0.985519531,0.477837838,5.52795082104118,81
"48-9","QID2266",48,9,9,"Noun",9,0.005740342,0.198092731,0.233243243,5.47836606663385,74
"48-10","QID2267",48,10,8,"Verb",10,0.005740342,0.019381411,0.479459459,5.47602971991476,76
"48-12","QID2269",48,12,7,"Noun",12,0.820125877,0.9377125,0.903783784,5.35097219069609,69
"48-14","QID2271",48,14,7,"Verb",14,0.027291986,0.962525905,0.174054054,5.28486218151477,69
"48-15","QID2272",48,15,4,"Noun",15,0.005740342,0.463140552,0.058378378,5.4454341145106,62
"48-21","QID2278",48,21,7,"Noun",21,0.974826179,0.985519531,1,5.24929309292305,62
"48-22","QID2279",48,22,10,"Verb",1,0.005740342,0.019381411,0.200540541,5.40095691424356,81
"48-26","QID2283",48,26,6,"Noun",5,0.235120916,0.330342294,0.486756757,5.37384040771817,69
"48-28","QID2285",48,28,9,"Verb",7,0.005740342,0.489721713,0.122972973,5.2922401681224,77
"48-35","QID2292",48,35,7,"Noun",14,0.974826179,0.985519531,1,5.09041351689534,49
"48-36","QID2293",48,36,2,"Verb",15,0.501171043,0.860340936,0.844594595,5.19895567884353,27
"48-38","QID2295",48,38,5,"Noun",17,0.182206676,0.596030988,0.524594595,5.29998701744354,54
"48-39","QID2296",48,39,10,"Adjective",18,0.160121842,0.176459937,0.310833333,5.36159596962282,80
"48-41","QID2298",48,41,2,"Adverb",20,0.005740342,0.019381411,0.292702703,5.34288149578053,43
"48-42","QID2299",48,42,2,"Adverb",21,0.898865031,0.043007402,0.961081081,5.3262779036846,30
"48-44","QID2301",48,44,5,"Noun",23,0.634358452,0.702180419,0.844594595,5.14653154775204,43
"48-46","QID2303",48,46,6,"Noun",25,0.767216933,0.912222704,0.895675676,5.30501725890405,73
"48-49","QID2306",48,49,6,"Noun",28,0.129574671,0.649139068,0.435,5.45268319220138,62
"48-50","QID2307",48,50,6,"Noun",29,0.974826179,0.985519531,1,5.44900070586265,32
"49-2","QID2308",49,2,9,"Noun",2,0.005570242,0.138356367,0.225897436,5.21249486617308,77
"49-3","QID2309",49,3,4,"Noun",3,0.026078689,0.616405486,0.558205128,5.25588124160503,64
"49-4","QID2310",49,4,3,"Verb",4,0.148123432,0.916501075,0.453076923,5.23182947089753,54
"49-5","QID2311",49,5,8,"Verb",5,0.173149196,0.414531946,0.337435897,5.24367491776975,73
"49-8","QID2314",49,8,8,"Noun",8,0.098380273,0.940693052,0.257948718,5.27092502750088,69
"49-11","QID2317",49,11,3,"Noun",11,0.879297,0.9860922,0.927692308,5.31675620366777,46
"49-14","QID2320",49,14,3,"Noun",14,0.073776551,0.9860922,0.212564103,5.3110322243038,59
"49-16","QID2322",49,16,8,"Noun",16,0.151939157,0.425259448,0.230789474,5.39497286415692,76
"49-17","QID2323",49,17,4,"Noun",1,0.005678063,0.14190879,0.290769231,5.28237522713167,54
"49-18","QID2324",49,18,3,"Verb",2,0.779133977,0.916501075,0.9,5.3724796007586,48
"49-19","QID2325",49,19,10,"Verb",3,0.026673675,0.451080144,0.349210526,5.21264296746922,82
"49-22","QID2328",49,22,3,"Noun",6,0.374782901,0.9860922,0.615128205,5.19281588631972,48
"49-23","QID2329",49,23,3,"Verb",7,0.669962756,0.963399703,0.837692308,5.17114907521362,48
"49-25","QID2331",49,25,7,"Adjective",9,0.526567259,0.767399968,0.642051282,5.30077421772086,67
"49-28","QID2334",49,28,3,"Noun",12,0.901656168,0.985845327,0.940526316,5.18163235078396,39
"49-30","QID2336",49,30,6,"Noun",14,0.005664589,0.296022911,0.139210526,5.4297273127027,73
"49-31","QID2337",49,31,5,"Verb",15,0.198239796,0.96424709,0.637435897,5.29254361424026,46
"49-32","QID2338",49,32,3,"Verb",16,0.005570242,0.891981331,0.311794872,5.37091471593537,46
"49-34","QID2340",49,34,5,"Noun",18,0.005570242,0.940693052,0.228717949,5.16519784205075,59
"49-37","QID2343",49,37,8,"Adjective",21,0.005570242,0.041003064,0.307179487,5.29569294626378,77
"49-38","QID2344",49,38,5,"Adjective",22,0.005570242,0.041003064,0.07025641,5.12331892647473,69
"49-39","QID2345",49,39,4,"Noun",23,0.148123432,0.9860922,0.397435897,5.24348376095043,42
"49-43","QID2349",49,43,6,"Noun",27,0.073776551,0.641617614,0.278461538,5.24324328574656,66
"49-44","QID2350",49,44,5,"Verb",28,0.049531778,0.9860922,0.637179487,5.24223352701969,52
"49-45","QID2351",49,45,5,"Adverb",29,0.005570242,0.089032119,0.501025641,5.34508656281962,62
"49-46","QID2352",49,46,2,"Verb",30,0.123187024,0.867263809,0.598684211,5.33018044590675,31
"49-49","QID2355",49,49,8,"Adverb",33,0.005570242,0.018565505,0.295641026,5.32946704608783,76
"49-50","QID2356",49,50,9,"Adjective",34,0.904087347,0.916501075,0.933589744,5.3673994217258,70
"49-51","QID2357",49,51,4,"Noun",35,0.627743253,0.96424709,0.767631579,5.52630407411821,50
"50-3","QID2359",50,3,3,"Adjective",3,0.005062246,0.038139475,0.175714286,5.24672588765844,51
"50-4","QID2360",50,4,5,"Noun",4,0.005062246,0.966330056,0.098095238,5.25877122622128,68
"50-5","QID2361",50,5,3,"Verb",5,0.441935603,0.944433733,0.685,5.29194479847594,53
"50-7","QID2363",50,7,10,"Verb",7,0.583011742,0.921954448,0.71,5.23626577412967,73
"50-9","QID2365",50,9,3,"Verb",9,0.887161642,0.98668104,0.964761905,5.29048137090279,57
"50-10","QID2366",50,10,5,"Verb",10,0.024062821,0.43205335,0.396666667,5.3179396582575,67
"50-12","QID2368",50,12,2,"Verb",12,0.559503042,0.921954448,0.803333333,5.24081941814633,47
"50-15","QID2371",50,15,3,"Adjective",15,0.559503042,0.736764905,0.665238095,5.19758353995962,54
"50-16","QID2372",50,16,4,"Adverb",16,0.005062246,0.105579243,0.497142857,5.33694060538559,58
"50-17","QID2373",50,17,7,"Verb",17,0.045835592,0.596267429,0.172926829,5.29035433441342,72
"50-19","QID2375",50,19,6,"Noun",19,0.005062246,0.760117195,0.205,5.15687018260072,62
"50-21","QID2377",50,21,7,"Noun",21,0.700449982,0.944433733,0.808809524,5.1617065687988,76
"50-23","QID2379",50,23,9,"Verb",23,0.005062246,0.151675599,0.272857143,5.41560795163331,78
"50-26","QID2382",50,26,5,"Adjective",26,0.005144081,0.346402103,0.240487805,5.30238408226466,65
"50-28","QID2384",50,28,6,"Noun",28,0.046859718,0.920145299,0.295121951,5.34701792411312,74
"50-30","QID2386",50,30,7,"Noun",30,0.005062246,0.689990893,0.17047619,5.40306499726131,73
"50-32","QID2388",50,32,3,"Noun",32,0.005062246,0.572814902,0.212380952,5.25711402812776,62
"50-34","QID2390",50,34,3,"Adverb",34,0.005062246,0.151675599,0.496904762,5.33742032316588,52
"50-36","QID2392",50,36,6,"Noun",36,0.005062246,0.783438895,0.085,5.19553576775154,71
"50-38","QID2394",50,38,7,"Noun",38,0.910189043,0.944433733,0.941666667,5.22193912134321,77
"50-42","QID2398",50,42,3,"Noun",42,0.045835592,0.760117195,0.208333333,5.172015013623,43
"50-43","QID2399",50,43,4,"Verb",43,0.572940694,0.778245245,0.848536585,5.24766508535588,55
"50-45","QID2401",50,45,11,"Adverb",45,0.005062246,0.174860868,0.218095238,5.29816989697953,77
"50-46","QID2402",50,46,9,"Adjective",46,0.04688744,0.418415875,0.32547619,5.42597432233225,76
"50-49","QID2405",50,49,5,"Verb",49,0.005062246,0.082753923,0.521666667,5.22990414386333,57
"50-52","QID2408",50,52,3,"Adjective",52,0.700449982,0.806722226,0.768095238,5.31915236524345,41
"50-53","QID2409",50,53,5,"Noun",53,0.864010019,0.98668104,0.91047619,5.48780552751638,49
"51-2","QID2410",51,2,8,"Noun",2,0.005658563,0.912000582,0.118918919,5.33825329983729,76
"51-3","QID2411",51,3,3,"Verb",3,0.005658563,0.595849405,0.429459459,5.33057523615642,56
"51-5","QID2413",51,5,4,"Verb",5,0.005658563,0.912000582,0.467567568,5.2863512154503,58
"51-8","QID2416",51,8,6,"Noun",8,0.005755668,0.095988626,0.228055556,5.36824263520249,75
"51-10","QID2418",51,10,8,"Noun",10,0.077400921,0.409829435,0.235675676,5.29445329927655,70
"51-12","QID2420",51,12,9,"Verb",12,0.005658563,0.042884236,0.112777778,5.4100916835066,78
"51-14","QID2422",51,14,7,"Adjective",14,0.005773855,0.122559461,0.208333333,5.42540164208818,76
"51-15","QID2423",51,15,12,"Noun",15,0.261516161,0.937489561,0.434594595,5.16394469954212,75
"51-16","QID2424",51,16,10,"Adjective",16,0.005658563,0.042884236,0.198378378,5.31021551512523,80
"51-17","QID2425",51,17,9,"Noun",17,0.005658563,0.962307023,0.107027027,5.33552753548815,81
"51-18","QID2426",51,18,3,"Verb",18,0.108883255,0.573218283,0.602571429,5.26419985981122,39
"51-19","QID2427",51,19,10,"Adverb",19,0.005648661,0.095943598,0.161388889,5.38513749633631,78
"51-20","QID2428",51,20,7,"Verb",20,0.005648661,0.639367609,0.248333333,5.42475897569599,75
"51-21","QID2429",51,21,10,"Noun",21,0.005648661,0.176273808,0.221428571,5.41851380122204,82
"51-22","QID2430",51,22,7,"Noun",22,0.105934482,0.802453019,0.339444444,5.31803048535449,75
"51-24","QID2432",51,24,7,"Verb",24,0.005648661,0.935855763,0.168333333,5.36173962726063,68
"51-26","QID2434",51,26,4,"Noun",2,0.005648661,0.339175136,0.201428571,5.32777560438303,69
"51-28","QID2436",51,28,6,"Noun",4,0.02914223,0.762532163,0.283055556,5.18259260196171,63
"51-29","QID2437",51,29,5,"Verb",5,0.005648661,0.961355271,0.346944444,5.43458672070568,62
"51-30","QID2438",51,30,6,"Verb",6,0.005648661,0.019702519,0.26,5.10195150922809,83
"51-32","QID2440",51,32,4,"Verb",8,0.005648661,0.984998557,0.261111111,5.36843793197376,67
"51-34","QID2442",51,34,5,"Noun",10,0.241266244,0.961355271,0.3575,5.28590454662535,69
"51-37","QID2445",51,37,7,"Adjective",13,0.005648661,0.230387289,0.142777778,5.31453260362471,75
"51-38","QID2446",51,38,8,"Noun",14,0.053058613,0.984998557,0.115555556,5.36335582393256,75
"51-41","QID2449",51,41,3,"Noun",17,0.005648661,0.775376996,0.155277778,5.41393301285696,45
"51-44","QID2452",51,44,11,"Noun",20,0.005750172,0.516980056,0.153428571,5.44446925169914,73
"51-45","QID2453",51,45,5,"Verb",21,0.00577872,0.824764074,0.141142857,5.18529267964656,67
"51-46","QID2454",51,46,11,"Noun",22,0.13652275,0.48898928,0.427714286,5.29980579608124,81
"51-48","QID2456",51,48,3,"Verb",24,0.053058613,0.584808049,0.423055556,5.30562362231861,53
"51-49","QID2457",51,49,10,"Verb",25,0.005648661,0.421003396,0.089428571,5.38013411267299,79
"51-51","QID2459",51,51,4,"Noun",27,0.005648661,0.775376996,0.163888889,5.38084140642911,68
"51-54","QID2462",51,54,9,"Noun",30,0.028421893,0.320650572,0.247142857,5.41154535002613,75
"52-2","QID2463",52,2,2,"Verb",2,0.365489254,0.845629968,0.6295,5.2632753965346,45
"52-4","QID2465",52,4,4,"Noun",4,0.005713286,0.576128133,0.1825,5.26469622619201,60
"52-5","QID2466",52,5,6,"Noun",5,0.12031167,0.183211597,0.438,5.18877695820248,69
"52-7","QID2468",52,7,4,"Adverb",7,0.005713286,0.039737184,0.29875,5.30929385057812,57
"52-8","QID2469",52,8,10,"Noun",8,0.005713286,0.74803796,0.09575,5.24185453110204,77
"52-10","QID2471",52,10,7,"Noun",10,0.513475673,0.845629968,0.697567568,5.31151237683275,77
"52-12","QID2473",52,12,4,"Verb",12,0.048600498,0.869852007,0.2335,5.29592458976032,66
"52-14","QID2475",52,14,5,"Verb",2,0.072200571,0.917851426,0.66,5.32446019022176,74
"52-15","QID2476",52,15,4,"Verb",3,0.096154645,0.893946985,0.638,5.22456239263161,47
"52-16","QID2477",52,16,4,"Noun",4,0.005713286,0.110503022,0.14475,5.26047722260916,73
"52-19","QID2480",52,19,8,"Adjective",7,0.005713286,0.207606714,0.25975,5.23523667796679,77
"52-20","QID2481",52,20,6,"Noun",8,0.193424331,0.964425381,0.4985,5.11606842874259,77
"52-22","QID2483",52,22,10,"Noun",10,0.168978749,0.869852007,0.39775,5.33837806983856,78
"52-24","QID2485",52,24,7,"Noun",12,0.976541598,0.98580945,1,5.35405698875764,75
"52-27","QID2488",52,27,6,"Noun",15,0.025767619,0.917851426,0.21575,5.21622817481722,58
"52-30","QID2491",52,30,4,"Verb",18,0.291611918,0.917851426,0.6755,5.21655540489901,58
"52-31","QID2492",52,31,4,"Verb",19,0.025767619,0.845629968,0.44475,5.31707115672728,49
"52-32","QID2493",52,32,5,"Noun",20,0.316222583,0.403880946,0.547,5.3160954339868,63
"52-33","QID2494",52,33,14,"Adverb",21,0.026375128,0.088659146,0.257179487,5.31487017492475,74
"52-38","QID2499",52,38,6,"Verb",26,0.025767619,0.964425381,0.21975,5.40600616547976,75
"52-39","QID2500",52,39,6,"Adjective",27,0.025767619,0.039737184,0.27325,5.26814290224239,71
"52-40","QID2501",52,40,6,"Noun",28,0.439462475,0.917851426,0.563,5.20115988284239,65
"52-42","QID2503",52,42,6,"Noun",30,0.686074038,0.964425381,0.78875,5.30863978011693,65
"52-45","QID2506",52,45,5,"Noun",33,0.636798676,0.845629968,0.77575,5.22513365671556,47
"52-46","QID2507",52,46,3,"Verb",34,0.267021225,0.600725824,0.78375,5.17346060840787,25
"52-47","QID2508",52,47,4,"Adverb",35,0.198298198,0.691447518,0.690769231,5.30787477816593,46
"52-48","QID2509",52,48,9,"Verb",36,0.048600498,0.134632107,0.17975,5.26247506224395,74
"52-49","QID2510",52,49,6,"Adjective",37,0.439462475,0.551524368,0.5975,5.00182387954106,62
"52-50","QID2511",52,50,6,"Noun",38,0.735287753,0.964425381,0.79275,5.28998647857543,75
"52-52","QID2513",52,52,10,"Noun",40,0.829108879,0.915802833,0.856,5.00586124523023,81
"52-54","QID2515",52,54,7,"Noun",42,0.975947775,0.985487405,0.9795,5.61149855604988,67
"53-3","QID2517",53,3,5,"Verb",3,0.374868489,0.986054193,0.6085,5.16651816947563,66
"53-5","QID2519",53,5,6,"Verb",5,0.005844684,0.295923912,0.426052632,5.22600279813984,70
"53-7","QID2521",53,7,7,"Adjective",7,0.005736976,0.238221223,0.134,5.33452714170258,75
"53-9","QID2523",53,9,10,"Verb",9,0.152104877,0.167333711,0.315789474,5.33006107965225,79
"53-10","QID2524",53,10,12,"Noun",10,0.566210392,0.985765134,0.692820513,5.32765767800695,78
"53-11","QID2525",53,11,6,"Adjective",11,0.005930118,0.019323671,0.357948718,5.38705816561181,62
"53-12","QID2526",53,12,6,"Noun",12,0.005835485,0.863832643,0.184615385,5.36156662120781,78
"53-13","QID2527",53,13,4,"Verb",13,0.152104877,0.787074402,0.347692308,5.34203320365724,53
"53-15","QID2529",53,15,7,"Verb",15,0.005835485,0.018905682,0.336666667,5.13771955962815,67
"53-16","QID2530",53,16,5,"Adverb",16,0.005835485,0.091196439,0.328461538,5.32937913689348,69
"53-19","QID2533",53,19,8,"Adjective",19,0.005960585,0.145510548,0.105789474,5.24607737732322,79
