"position_id","Word_Unique_ID","Text_ID","Word_Number","Word_Length","Word_POS","Word_In_Sentence_Number","OrthoMatchModel","POSMatchModel","LSA_Response_Match_Score","mean_log_ffd","n_fixations"
"53-20","QID2534",53,20,7,"Noun",20,0.687789853,0.91214893,0.761578947,5.30175578537013,73
"53-21","QID2535",53,21,2,"Verb",21,0.63458756,0.91214893,0.877631579,5.35963910480809,28
"53-22","QID2536",53,22,9,"Adjective",22,0.005960585,0.542809603,0.195526316,5.3860465914184,79
"53-25","QID2539",53,25,3,"Adjective",3,0.027597576,0.622516618,0.265945946,5.34482509247875,61
"53-26","QID2540",53,26,5,"Noun",4,0.421499091,0.93763978,0.552894737,5.269205889372,64
"53-27","QID2541",53,27,5,"Verb",5,0.027597576,0.962455766,0.309210526,5.20675133922151,63
"53-31","QID2545",53,31,3,"Adverb",9,0.027597576,0.303752038,0.472894737,5.36239606512217,50
"53-32","QID2546",53,32,5,"Verb",10,0.341642124,0.019318575,0.636052632,5.29850339468959,69
"53-34","QID2548",53,34,4,"Verb",12,0.28847683,0.962455766,0.526842105,4.98284597627276,49
"53-36","QID2550",53,36,7,"Verb",14,0.21468426,0.666830444,0.386052632,5.12890250176851,77
"53-41","QID2555",53,41,3,"Verb",19,0.31504972,0.88631194,0.623421053,5.30953238907887,51
"53-42","QID2556",53,42,2,"Adverb",20,0.005960585,0.198018135,0.515263158,5.27845249300393,41
"53-43","QID2557",53,43,5,"Adjective",21,0.31504972,0.702105639,0.515,5.24628726152641,67
"53-46","QID2560",53,46,4,"Verb",24,0.208933356,0.93763978,0.546315789,5.26697036460182,59
"53-48","QID2562",53,48,2,"Verb",26,0.899063321,0.962455766,0.950263158,5.14084300538493,35
"53-52","QID2566",53,52,6,"Adverb",30,0.005960585,0.171718871,0.560526316,5.27565179581302,66
"53-54","QID2568",53,54,5,"Adjective",32,0.077842439,0.250803301,0.515263158,5.15541313778866,58
"53-55","QID2569",53,55,2,"Adverb",33,0.554700523,0.067952356,0.936842105,5.39471407581744,40
"53-56","QID2570",53,56,3,"Adverb",34,0.872947376,0.88631194,0.964210526,5.23203844432511,71
"54-3","QID2572",54,3,4,"Noun",3,0.071931566,0.821749629,0.47625,5.21959035762139,65
"54-5","QID2574",54,5,6,"Adjective",5,0.005430992,0.063163491,0.05375,5.22168727779723,71
"54-6","QID2575",54,6,5,"Noun",6,0.005540075,0.591049204,0.15725,5.28251475039104,72
"54-7","QID2576",54,7,7,"Verb",7,0.005430992,0.870291307,0.269,5.43098354236981,77
"54-11","QID2580",54,11,7,"Noun",11,0.005430992,0.986185172,0.084,5.3517477493464,81
"54-13","QID2582",54,13,7,"Adjective",13,0.005430992,0.018129069,0.16,5.38766458146239,77
"54-14","QID2583",54,14,10,"Noun",14,0.005430992,0.601115052,0.2885,5.45723170036058,77
"54-15","QID2584",54,15,5,"Noun",15,0.095920075,0.870291307,0.17225,5.30567269701604,68
"54-18","QID2587",54,18,2,"Adverb",3,0.005540075,0.064681719,0.854358974,5.17524931943499,64
"54-19","QID2588",54,19,5,"Adverb",4,0.049483086,0.040939923,0.258974359,5.3797043187046,69
"54-21","QID2590",54,21,4,"Verb",6,0.005540075,0.916294317,0.265897436,5.12741578883256,58
"54-22","QID2591",54,22,5,"Noun",7,0.223310337,0.313610498,0.431025641,5.02182680744497,47
"54-24","QID2593",54,24,5,"Noun",9,0.005540075,0.964035824,0.143076923,5.41308755070979,74
"54-25","QID2594",54,25,3,"Verb",10,0.026034487,0.666668589,0.212307692,5.28336917431424,53
"54-28","QID2597",54,28,8,"Noun",13,0.026644426,0.041879434,0.284102564,5.46538169172238,81
"54-29","QID2598",54,29,4,"Noun",14,0.098325494,0.138281368,0.318974359,5.34242356153568,55
"54-31","QID2600",54,31,6,"Noun",2,0.005540075,0.842226916,0.127435897,5.36499054068995,76
"54-32","QID2601",54,32,5,"Noun",3,0.049483086,0.138281368,0.148205128,5.2930148544807,61
"54-35","QID2604",54,35,5,"Noun",6,0.879125485,0.940481762,0.903846154,5.12613460159435,56
"54-36","QID2605",54,36,9,"Verb",7,0.073724648,0.842226916,0.187435897,5.14674689670498,83
"54-39","QID2608",54,39,6,"Noun",10,0.026034487,0.964035824,0.176410256,5.35455186073473,73
"54-40","QID2609",54,40,6,"Verb",11,0.026034487,0.389204332,0.276666667,5.30291039085919,72
"54-41","QID2610",54,41,4,"Adjective",12,0.005540075,0.691845873,0.174871795,5.30132747466698,60
"54-43","QID2612",54,43,6,"Adjective",14,0.005540075,0.064681719,0.129230769,5.2321597871964,65
"54-44","QID2613",54,44,6,"Noun",15,0.005540075,0.916294317,0.062051282,5.24301157834046,70
"54-46","QID2615",54,46,6,"Adjective",2,0.29891524,0.064681719,0.391282051,5.35062999006527,69
"54-47","QID2616",54,47,5,"Noun",3,0.049483086,0.691845873,0.225641026,5.3767275101069,56
"54-48","QID2617",54,48,3,"Verb",4,0.049483086,0.641474511,0.601282051,5.28969015010034,43
"54-49","QID2618",54,49,4,"Verb",5,0.005540075,0.338793874,0.312820513,5.36714952997611,54
"54-52","QID2621",54,52,4,"Adjective",8,0.005652869,0.141823626,0.197435897,5.00064407757876,54
"54-53","QID2622",54,53,3,"Noun",9,0.577048603,0.964035824,0.686666667,5.47856230140125,58
"54-55","QID2624",54,55,7,"Verb",11,0.026034487,0.742132565,0.195384615,5.15952192952215,80
"54-56","QID2625",54,56,5,"Noun",12,0.273688085,0.792287194,0.474358974,5.43167044596359,43
"55-3","QID2687",55,3,8,"Adverb",3,0.005354405,0.039809284,0.3405,5.29902156198987,76
"55-4","QID2688",55,4,3,"Verb",4,0.005354405,0.845903168,0.34025,5.24441225213519,60
"55-5","QID2689",55,5,6,"Adverb",5,0.005354405,0.110590378,0.50825,5.342954955114,75
"55-11","QID2695",55,11,5,"Adjective",11,0.119968668,0.551706328,0.34625,5.55603213515352,74
"55-12","QID2696",55,12,7,"Noun",12,0.005354405,0.96472448,0.13475,5.3341133150645,75
"55-15","QID2699",55,15,4,"Adverb",15,0.071802883,0.20771211,0.462,5.33503533791688,72
"55-16","QID2700",55,16,4,"Verb",16,0.005354405,0.96472448,0.4355,5.12260098543544,59
"55-17","QID2701",55,17,4,"Adverb",17,0.005354405,0.062956971,0.6105,5.35657725248898,58
"55-18","QID2702",55,18,6,"Adjective",18,0.242190574,0.28116276,0.60575,5.10587390232233,70
"55-21","QID2705",55,21,6,"Noun",21,0.005354405,0.748278056,0.17325,5.27782424173398,72
"55-23","QID2707",55,23,5,"Adjective",23,0.005354405,0.183312412,0.022,5.41735884292874,71
"55-24","QID2708",55,24,11,"Noun",24,0.248319167,0.940453996,0.29675,5.34790918428299,79
"55-25","QID2709",55,25,4,"Adverb",1,0.005551915,0.090976474,0.49675,5.31608247011655,61
"55-26","QID2710",55,26,8,"Noun",2,0.071802883,0.110590378,0.18575,5.33230200181431,82
"55-27","QID2711",55,27,3,"Verb",3,0.193135834,0.96472448,0.6725,5.3210374205334,43
"55-29","QID2713",55,29,4,"Adverb",5,0.098144416,0.088726982,0.368684211,5.31692254902617,67
"55-30","QID2714",55,30,4,"Adjective",6,0.197975113,0.940325323,0.615641026,5.34435301586531,62
"55-31","QID2715",55,31,3,"Noun",7,0.75360134,0.817103427,0.843589744,5.17276174592289,39
"55-32","QID2716",55,32,4,"Adjective",8,0.005540718,0.041717191,0.308461538,5.38837475576294,46
"55-33","QID2717",55,33,6,"Adverb",9,0.273480706,0.363759664,0.662051282,5.31967183389176,75
"55-35","QID2719",55,35,6,"Verb",11,0.025881462,0.940325323,0.234871795,5.25155486082793,74
"55-37","QID2721",55,37,11,"Noun",13,0.005540718,0.657874991,0.078461538,5.13550021255287,83
"55-40","QID2724",55,40,8,"Adjective",16,0.005435169,0.515133271,0.256923077,5.28055999829362,71
"55-42","QID2726",55,42,6,"Adjective",18,0.126107024,0.914067279,0.426923077,5.30576275816998,70
"55-43","QID2727",55,43,4,"Adjective",19,0.005435169,0.040714917,0.29974359,5.41545540975115,55
"55-44","QID2728",55,44,6,"Adverb",20,0.652672037,0.666458488,0.826923077,5.37343939619699,65
"55-47","QID2731",55,47,2,"Adverb",23,0.026507345,0.090983759,0.688461538,5.34454788778903,38
"55-48","QID2732",55,48,6,"Adverb",24,0.64369914,0.761137489,0.823846154,5.33711483480012,58
"55-49","QID2733",55,49,3,"Verb",25,0.228893603,0.963072045,0.524102564,5.28465810626202,28
"55-51","QID2735",55,51,5,"Verb",27,0.005435169,0.590831282,0.153589744,5.31464316207683,72
"55-53","QID2737",55,53,9,"Adjective",29,0.005435169,0.018306071,0.13,5.26465909476676,78
"55-54","QID2738",55,54,10,"Noun",30,0.049316581,0.963890976,0.303333333,5.14769866822527,80
"55-57","QID2741",55,57,4,"Adverb",33,0.005540718,0.018727402,0.413333333,5.31956994159016,58
"55-58","QID2742",55,58,10,"Adjective",34,0.049316581,0.767033797,0.191025641,5.3465204961617,78
"55-60","QID2744",55,60,10,"Adjective",36,0.005542338,0.786855122,0.055526316,5.47171914629588,79
